Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
AZULH4PYQJ,2024-07-15 00:29:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA203,5YKYE,VABB,BOM,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-15 @ 00:29 UTC,2024-07-15 @ 02:42 UTC,02:13:00,694423fb-e9c4-49e2-80c3-4bf0be26973f,b776d639-9bf9-46f2-af60-6347b706b8b2,4,4,7980,20700,4682.13,94,94,false,2024-07-14 21:48:00 UTC,2024-07-15 03:33:00 UTC,2024-07-14 21:10:00 UTC,2024-07-15 03:25:00 UTC
PAZWJFEWFD,2024-07-19 22:37:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1685,A6FMI,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-19 @ 22:37 UTC,2024-07-19 @ 22:37 UTC,00:00:00,7d785a5e-91a1-4e45-9c5d-5648e8ca3a95,d61159e4-dfe9-4a13-8750-1cb8d8a25c00,1,2,0,9360,4077.98,58,59,false,2024-07-19 20:54:00 UTC,2024-07-19 23:30:00 UTC,2024-07-19 20:30:00 UTC,2024-07-20 02:00:00 UTC
X3NDA2U7QP,2024-07-18 11:52:00 UTC,,,,40.00,USD,40.00,USD,Somalia,Safarilink Aviation Ltd,MFKJ44JT7K,5YCKY,5YSLE,HCMM,MGQ,HKJK,NBO,CESSNA,CESSNA 208B Grand Caravan,C208,3629.0,2024-07-18 @ 11:52 UTC,2024-07-18 @ 13:35 UTC,01:43:00,cf362643-b4bb-403e-80a6-34ff0396a187,023473e8-bf37-43e9-a3a8-7f798e587412,17,17,6180,8820,1046.26,61,61,false,2024-07-18 11:52:00 UTC,2024-07-18 14:19:00 UTC,,
VPKH7CEDQC,2024-07-15 04:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU972,FOLRE,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-15 @ 04:03 UTC,2024-07-15 @ 04:45 UTC,00:42:00,f6851ac5-e817-4ff6-922f-a9403d68b6b3,3a2a79b0-630f-41ff-b626-bbacbad735cc,38,38,2520,39360,9496.21,271,271,false,2024-07-14 20:51:00 UTC,2024-07-15 07:47:00 UTC,2024-07-14 20:45:00 UTC,2024-07-15 07:55:00 UTC
TN77QZWHFY,2024-07-19 00:46:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH693,ETAWH,VOMM,MAA,HAAB,ADD,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-19 @ 00:46 UTC,2024-07-19 @ 02:37 UTC,01:51:00,2301cd7f-b9f5-43ad-b769-d4071abd9302,48910b03-ff89-415d-b36a-3c6054dc1f84,4,4,6660,20460,4724.87,103,103,false,2024-07-18 21:10:00 UTC,2024-07-19 02:51:00 UTC,2024-07-18 21:00:00 UTC,2024-07-19 03:10:00 UTC
KPU2PPNKHK,2024-07-18 03:49:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB619,A6FEC,OMDB,DXB,HUEN,EBB,BOEING,BOEING 737-800,B738,70530.0,2024-07-18 @ 03:49 UTC,2024-07-18 @ 03:49 UTC,00:00:00,fbee32c9-ac42-49a5-8821-2057d3525b65,48dcde0f-592b-46a1-a684-66a43cd5295b,2,2,0,17160,4085.79,99,99,false,2024-07-18 02:16:00 UTC,2024-07-18 07:02:00 UTC,2024-07-18 01:50:00 UTC,2024-07-18 07:30:00 UTC
3U7VHEYEMZ,2024-07-15 13:07:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA305,5YKYF,OMDB,DXB,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-15 @ 13:07 UTC,2024-07-15 @ 15:30 UTC,02:23:00,65202188-39f7-42c5-a76f-68dbb95d863c,e962a87c-b14e-4f02-87f5-bb4adebab071,4,4,8580,17040,3884.42,113,113,false,2024-07-15 11:31:00 UTC,2024-07-15 16:15:00 UTC,2024-07-15 02:55:00 UTC,2024-07-15 08:10:00 UTC
DKXFX9JVDV,2024-07-19 20:30:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4N,A6ECQ,HKJK,NBO,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-19 @ 20:30 UTC,2024-07-19 @ 23:00 UTC,02:30:00,f2a87827-65a5-46f6-bb8c-9fec2567dff1,096c7b42-b619-42ed-80e3-2587c67047ee,4,4,9000,17220,3897.24,105,105,false,2024-07-19 20:05:00 UTC,2024-07-20 00:52:00 UTC,,
L9H2TAKPL9,2024-07-20 15:04:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH379,ETAPF,HCMM,MGQ,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-07-20 @ 15:04 UTC,2024-07-20 @ 15:23 UTC,00:19:00,1e8b53d9-8dc6-497a-bdfb-f96294c856f0,197df089-d1f6-473c-92ba-a9db56d38cb2,21,21,1140,6720,1263.81,51,51,false,2024-07-20 15:04:00 UTC,2024-07-20 16:56:00 UTC,2024-07-20 15:00:00 UTC,2024-07-20 17:00:00 UTC
ALQM4FM2PN,2024-07-16 06:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE85H,A6EBM,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300,B773,299370.0,2024-07-16 @ 06:16 UTC,2024-07-16 @ 09:22 UTC,03:06:00,463d1dc2-6859-4bc6-ae24-467289bf50a0,0e055f53-19fb-4ec0-916a-300292cb3fb2,2,2,11160,32460,7860.47,185,185,false,2024-07-16 05:45:00 UTC,2024-07-16 14:46:00 UTC,,
32WXQUJKQC,2024-07-20 14:17:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4P,A6ENL,HKJK,NBO,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-20 @ 14:17 UTC,2024-07-20 @ 16:50 UTC,02:33:00,2a99252f-2b06-4c28-933a-ec59c5888087,fa5c9267-54b8-4b30-bceb-19bca9b1e871,4,4,9180,16500,3879.73,84,84,false,2024-07-20 14:02:00 UTC,2024-07-20 18:37:00 UTC,2024-07-20 13:35:00 UTC,2024-07-20 18:40:00 UTC
DEMMZZWCPZ,2024-07-20 14:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA310,9HHFA,HKJK,NBO,OMDB,DXB,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-07-20 @ 14:55 UTC,2024-07-20 @ 17:26 UTC,02:31:00,d5705763-4315-4d82-9db7-7dca7b045b08,517d9054-502f-47f5-8569-86268a65af0d,6,6,9060,17520,3875.63,102,102,false,2024-07-20 14:25:00 UTC,2024-07-20 19:17:00 UTC,2024-07-20 14:15:00 UTC,2024-07-20 19:30:00 UTC
32V9XUUV9W,2024-07-20 18:22:00 UTC,,,,275.00,USD,275.00,USD,Somalia,,,HMZ2239,TCALG,LTBA,IST,FIMP,MRU,GULFSTREAM AEROSPACE,GULFSTREAM AEROSPACE G-5SP Eitam Gulfstream G-5SP,GLF5,41136.0,2024-07-20 @ 18:22 UTC,2024-07-20 @ 18:50 UTC,00:28:00,c1af43fc-86a9-4f56-9602-75c701a632f7,ae33b433-5696-4ae1-bc6a-efa5058368cb,31,31,1680,18480,7941.13,50,52,false,2024-07-20 13:58:00 UTC,2024-07-20 19:06:00 UTC,2024-07-20 11:00:00 UTC,
DPULVPK9VD,2024-07-19 02:13:00 UTC,,,,345.00,USD,345.00,USD,Somalia,PAKISTAN INTERNATIONAL AIRLINES CORPORATION (PIA),XP9JTTNP3U,PIA9721,APBMS,OPKC,KHI,HKJK,NBO,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-07-19 @ 02:13 UTC,2024-07-19 @ 04:30 UTC,02:17:00,73f21384-993f-4f53-a9da-b3a29f3c147b,c04083a1-2062-443a-9bab-77d394118fa8,4,4,8220,18780,4609.94,115,115,false,2024-07-18 23:58:00 UTC,2024-07-19 05:11:00 UTC,2024-07-18 21:00:00 UTC,2024-07-19 02:30:00 UTC
7KHEFTPH7N,2024-07-20 06:45:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SALAAM AIR EXPRESS,PFWJM9LVPT,5YMMB,5YMMB,HCMM,MGQ,,,FOKKER,FOKKER 70,F70,36740.0,2024-07-20 @ 06:45 UTC,2024-07-20 @ 06:58 UTC,00:13:00,de8cb8f8-f2e5-44e0-9ed6-5c8712e40d1b,960f24f9-9ff6-4709-9e36-8cd2f5a1c1cd,14,14,780,840,108.13,14,14,false,2024-07-20 06:45:00 UTC,2024-07-20 06:59:00 UTC,,
PFA99WQLDH,2024-07-18 22:35:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1685,A6FMP,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-18 @ 22:35 UTC,2024-07-19 @ 00:48 UTC,02:13:00,959d2298-41de-447a-a4fa-eb4fc8e12d88,9117222b-2764-44f9-b621-d2ff120d4b34,35,35,7980,17160,4125.52,94,95,false,2024-07-18 21:00:00 UTC,2024-07-19 01:46:00 UTC,2024-07-18 20:30:00 UTC,2024-07-19 02:00:00 UTC
77NHZ4ZWJ4,2024-07-20 17:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH603,ETAPX,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-300,B773,299370.0,2024-07-20 @ 17:00 UTC,2024-07-20 @ 17:00 UTC,00:00:00,72a0a824-0d50-4cc0-8c53-13ecb8984174,23932c1a-17a1-43ed-87a9-8d4099cb4f4f,4,4,0,12480,2997.41,72,72,false,2024-07-20 13:44:00 UTC,2024-07-20 17:12:00 UTC,2024-07-20 13:10:00 UTC,2024-07-20 17:35:00 UTC
U2KWYKJKTK,2024-07-16 09:45:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU971,FOREU,FMEE,RUN,LFPG,CDG,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-16 @ 09:45 UTC,2024-07-16 @ 10:09 UTC,00:24:00,ae0f376a-ffc9-46ed-9731-3f071429520b,01ab4f58-83d8-4eb5-91cc-05712e189a63,27,27,1440,40380,9462.88,274,274,false,2024-07-16 06:49:00 UTC,2024-07-16 18:02:00 UTC,2024-07-16 06:40:00 UTC,2024-07-16 18:15:00 UTC
PQKEEMJWL9,2024-07-16 22:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE708,A6EPS,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-16 @ 22:03 UTC,2024-07-16 @ 22:03 UTC,00:00:00,035529a4-1593-4153-994a-42b13b5a33e4,914b16ae-2404-4a4b-b058-c2e63047fa6e,2,2,0,14640,3459.57,83,83,false,2024-07-16 19:51:00 UTC,2024-07-16 23:55:00 UTC,2024-07-16 19:50:00 UTC,2024-07-17 00:20:00 UTC
CPUYMJ3U2T,2024-07-17 02:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB661,A6FMT,OMDB,DXB,HCMH,HGA,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-17 @ 02:06 UTC,2024-07-17 @ 02:06 UTC,00:00:00,2fcee48c-4659-4d41-9e49-e713a65d2c3a,9339ffa5-418a-4c06-a117-e1483b79e0cb,1,2,0,6000,2469.15,58,59,false,2024-07-17 00:28:00 UTC,2024-07-17 02:08:00 UTC,2024-07-17 00:10:00 UTC,2024-07-17 03:45:00 UTC
JM9QTYKVF7,2024-07-15 07:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR8775,A7BFL,OTHH,DOH,FAOR,JNB,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-15 @ 07:26 UTC,2024-07-15 @ 09:20 UTC,01:54:00,6ac87371-af15-4901-8b48-2668823b1ccf,85370674-d323-489c-bfbb-6e3af1cbcb87,28,28,6840,28260,6875.25,151,151,false,2024-07-15 05:36:00 UTC,2024-07-15 13:27:00 UTC,,
PKUQ2UPU97,2024-07-15 06:23:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE6M,A6EPL,OMDB,DXB,DGAA,ACC,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-15 @ 06:23 UTC,2024-07-15 @ 06:23 UTC,00:00:00,4b84f0b8-32c7-4e01-a700-7f97a40c3e2a,c34d312a-9850-4211-b382-cad1133b0ea7,2,2,0,28680,7419.25,184,184,false,2024-07-15 03:17:00 UTC,2024-07-15 11:15:00 UTC,,
U3NQ9Z77FX,2024-07-20 08:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1476,A7BHA,OTHH,DOH,HTDA,DAR,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-20 @ 08:16 UTC,2024-07-20 @ 10:15 UTC,01:59:00,f12cfb0b-30a0-4431-ae52-3d069fd1f832,b61e42cc-1259-410a-b9cb-25019ae692e5,36,36,7140,17820,4324.2,121,121,false,2024-07-20 06:24:00 UTC,2024-07-20 11:21:00 UTC,2024-07-20 05:20:00 UTC,2024-07-20 10:45:00 UTC
K9CJ3AY32P,2024-07-15 00:30:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU53,3BNBP,EGKK,LGW,FIMP,MRU,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-15 @ 00:30 UTC,2024-07-15 @ 00:56 UTC,00:26:00,b16f1796-6a3f-4101-a751-bff26520fe42,38fa2b01-3760-4d85-84cc-c335450d3dcc,28,28,1560,41040,9873.13,262,262,false,2024-07-14 16:40:00 UTC,2024-07-15 04:04:00 UTC,2024-07-14 15:00:00 UTC,2024-07-15 03:00:00 UTC
P2WU97LJV3,2024-07-15 07:49:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE793,A6ECK,OMDB,DXB,FNLU,LAD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-15 @ 07:49 UTC,2024-07-15 @ 07:49 UTC,00:00:00,44b87586-372c-4e64-afc4-a9c13a537494,2578db73-8040-43c4-b68b-6f9a114f0f5f,2,2,0,26640,6536.89,131,131,false,2024-07-15 06:16:00 UTC,2024-07-15 13:40:00 UTC,2024-07-15 05:45:00 UTC,2024-07-15 13:30:00 UTC
3Z72QN2ZKW,2024-07-18 18:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE248,A6EWA,SBGL,GIG,OMDB,DXB,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-18 @ 18:26 UTC,2024-07-18 @ 18:26 UTC,00:00:00,36b78b7b-4ac3-4367-9608-db1d02b965a4,b4444be9-e242-4d8e-8714-1bac2eb892b2,2,2,0,50400,12719.98,184,184,false,2024-07-18 06:18:00 UTC,2024-07-18 20:18:00 UTC,2024-07-18 06:00:00 UTC,2024-07-18 20:30:00 UTC
AV7PZJPPM2,2024-07-20 16:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR9N,A7ALQ,FACT,CPT,OTHH,DOH,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-20 @ 16:00 UTC,2024-07-20 @ 18:18 UTC,02:18:00,1e4696d1-1911-4c77-9049-7004e6da6998,c8740cfa-6a39-44ef-9f19-2147a547eb3d,45,45,8280,32760,8221.87,279,279,false,2024-07-20 11:13:00 UTC,2024-07-20 20:19:00 UTC,2024-07-20 11:00:00 UTC,2024-07-20 20:35:00 UTC
UK2KM4HJWE,2024-07-15 04:24:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1686,A6FMD,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-15 @ 04:24 UTC,2024-07-15 @ 06:50 UTC,02:26:00,b4b6e980-ade9-48de-9109-6437ba532bbd,eae1d400-83f3-4f71-b3b1-b7049bf40544,44,44,8760,19320,4152.13,117,117,false,2024-07-15 03:30:00 UTC,2024-07-15 08:52:00 UTC,2024-07-15 03:15:00 UTC,2024-07-15 09:00:00 UTC
PPMZ4ND7CK,2024-07-15 14:01:00 UTC,,,,275.00,USD,275.00,USD,Somalia,I Fly Air Solutions Ltd,D7P9XP2QMT,IFY711,5YIFB,HCMM,MGQ,HKJK,NBO,FOKKER,FOKKER 70,F70,36740.0,2024-07-15 @ 14:01 UTC,2024-07-15 @ 15:09 UTC,01:08:00,844e5514-0f7d-4d22-b479-4ea988f09bdc,d9330259-305b-499d-9a45-043772d27417,8,8,4080,5520,1052.29,32,32,false,2024-07-15 14:01:00 UTC,2024-07-15 15:33:00 UTC,,
AD7LHMQVHP,2024-07-20 20:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH684,ETAVB,HAAB,ADD,ZSPD,PVG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-20 @ 20:51 UTC,2024-07-20 @ 20:51 UTC,00:00:00,1ab0f0c9-e6bc-488d-8c20-811e20f091d8,7e7a858d-73b0-4690-83e8-29063d18e5e2,4,4,0,41220,9255.6,438,438,false,2024-07-20 20:25:00 UTC,2024-07-21 07:52:00 UTC,2024-07-20 20:00:00 UTC,2024-07-21 07:45:00 UTC
YP7JU9939P,2024-07-20 07:01:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Fanjet Express,DPFZQUVN42,DAO168,5YFQB,HCMM,MGQ,,,BOEING,BOEING 737-400,B734,62820.0,2024-07-20 @ 07:01 UTC,2024-07-20 @ 07:14 UTC,00:13:00,9bd3ddcb-5f73-4717-bf7e-222d8efae283,f1ea00cf-156e-49e9-86a0-410668d2f662,14,14,780,840,131.95,14,14,false,2024-07-20 07:01:00 UTC,2024-07-20 07:15:00 UTC,,
DYUQ2VFWKL,2024-07-19 00:09:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR470,FHTYM,LFPG,CDG,FIMP,MRU,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-19 @ 00:09 UTC,2024-07-19 @ 00:41 UTC,00:32:00,8052a86e-9e30-4734-9170-ae4a953fe29e,03c4bbae-9d48-4d2f-bed3-1a60e1d6cbf9,34,34,1920,39600,9656.27,293,293,false,2024-07-18 16:38:00 UTC,2024-07-19 03:38:00 UTC,2024-07-18 16:10:00 UTC,2024-07-19 03:20:00 UTC
3YZYHC3WHD,2024-07-19 23:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH609,ETAXL,VTBS,BKK,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-19 @ 23:52 UTC,2024-07-20 @ 01:40 UTC,01:48:00,f2ba9b6f-f30d-481e-b349-759d7e7fc183,0c753f96-9544-4c18-9171-4b1632e545e7,4,4,6480,27120,6999.68,190,190,false,2024-07-19 18:16:00 UTC,2024-07-20 01:48:00 UTC,2024-07-19 17:55:00 UTC,2024-07-20 02:35:00 UTC
TVFQQT3J2E,2024-07-20 08:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH602,ETAPX,HAAB,ADD,OMDB,DXB,BOEING,BOEING 777-300,B773,299370.0,2024-07-20 @ 08:04 UTC,2024-07-20 @ 08:04 UTC,00:00:00,c502fc9f-50dd-4f67-b83b-0b489842a733,01d3a10d-d5b5-47fa-b1ba-123353d63ddf,4,4,0,14160,3045.04,90,90,false,2024-07-20 07:57:00 UTC,2024-07-20 11:53:00 UTC,2024-07-20 07:30:00 UTC,2024-07-20 11:45:00 UTC
LYCXWHVC33,2024-07-15 05:12:00 UTC,,,,245.00,USD,245.00,USD,Somalia,CONSTANTA,H3PCX4XKPM,UNO691P,URUZG,HCMM,MGQ,,,ANTONOV,ANTONOV An-26,AN26,24000.0,2024-07-15 @ 05:12 UTC,2024-07-15 @ 05:26 UTC,00:14:00,6c3ba331-90eb-4dad-9335-882d6ecef7a5,386db561-8e40-4e20-80a1-0afab751a0b5,14,14,840,900,67.91,14,14,false,2024-07-15 05:12:00 UTC,2024-07-15 05:27:00 UTC,,
P9QPQMCJ7H,2024-07-20 13:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,FRENCH BLUE,KKYTYFEWRV,FBU75F,FHMIX,FMEE,RUN,LFPO,ORY,AIRBUS,AIRBUS A-350-1000 WXB ,A35K,286670.0,2024-07-20 @ 13:06 UTC,2024-07-20 @ 13:31 UTC,00:25:00,98b852b5-6e69-4df0-b68d-a1435fb0b6d2,4cb39644-b4ff-46a3-ae11-5b2abd34d638,28,28,1500,38700,9499.55,261,261,false,2024-07-20 10:15:00 UTC,2024-07-20 21:00:00 UTC,,
MXFCXMZT9U,2024-07-20 00:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1375,A7BCD,OTHH,DOH,FQMA,MPM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-20 @ 00:26 UTC,2024-07-20 @ 02:42 UTC,02:16:00,fca90095-68d0-4195-b4c9-2da9d93915fd,b8a2b096-d465-4298-b439-39e9f4d5948c,37,37,8160,26400,6590.46,214,214,false,2024-07-19 22:37:00 UTC,2024-07-20 05:57:00 UTC,2024-07-19 22:05:00 UTC,2024-07-20 06:05:00 UTC
VMVYF3WFA7,2024-07-20 11:34:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY735,A6AOP,HKJK,NBO,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-07-20 @ 11:34 UTC,2024-07-20 @ 14:08 UTC,02:34:00,8edd16c0-e8af-4bfe-ade4-60d5058d2e4d,db490277-e3cd-47f7-b528-496147ccc96c,4,4,9240,17820,3893.14,114,114,false,2024-07-20 11:05:00 UTC,2024-07-20 16:02:00 UTC,2024-07-20 10:55:00 UTC,2024-07-20 16:00:00 UTC
MLQKX93PPA,2024-07-17 06:35:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SALAAM AIR EXPRESS,PFWJM9LVPT,5YMMB,5YMMB,HCMM,MGQ,,,FOKKER,FOKKER 70,F70,36740.0,2024-07-17 @ 06:35 UTC,2024-07-17 @ 06:46 UTC,00:11:00,5ae5361a-045f-456c-9c9f-c3fa6e02fcfe,1d00326e-da46-4cf2-a77a-f9ef995d1cf7,12,12,660,720,92.94,12,12,false,2024-07-17 06:35:00 UTC,2024-07-17 06:47:00 UTC,,
3HE942YX2M,2024-07-20 01:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU53,3BNBU,EGKK,LGW,FIMP,MRU,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-07-20 @ 01:44 UTC,2024-07-20 @ 02:10 UTC,00:26:00,8140f30a-03bd-43bc-a8c6-f86492eb460d,dffbaf75-ff1b-4388-bef8-da63d05dde23,28,28,1560,41940,9905.07,305,305,false,2024-07-19 17:36:00 UTC,2024-07-20 05:15:00 UTC,2024-07-19 15:00:00 UTC,2024-07-20 03:00:00 UTC
44YUCJHY2C,2024-07-18 14:42:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3413,ETAWC,VOMM,MAA,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-07-18 @ 14:42 UTC,2024-07-18 @ 16:31 UTC,01:49:00,ca5a364d-f75d-4ce8-84bc-547e06379c9c,2486de96-c0b8-4a10-81ad-fde8cb5bebc5,4,4,6540,21000,4663.34,82,82,false,2024-07-18 11:03:00 UTC,2024-07-18 16:53:00 UTC,,
2UCZNTZ9FJ,2024-07-20 23:20:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH606,ETAPY,HAAB,ADD,ZGGG,CAN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-20 @ 23:20 UTC,2024-07-20 @ 23:20 UTC,00:00:00,5680b524-796c-4bf7-9eaa-4ceb73edec71,29bdc271-6757-4d59-996a-568c370134be,3,4,0,28560,8349.38,288,289,false,2024-07-20 23:20:00 UTC,2024-07-21 07:16:00 UTC,2024-07-20 20:45:00 UTC,2024-07-21 06:55:00 UTC
PKPFPE3YZY,2024-07-20 01:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE772,A6EBM,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300,B773,299370.0,2024-07-20 @ 01:55 UTC,2024-07-20 @ 03:46 UTC,01:51:00,400c5a4e-ca75-4b97-bd9e-e827cba8d7c4,76c672d8-406f-4f55-9593-c85423187b99,29,29,6660,32820,7937.31,306,306,false,2024-07-20 00:18:00 UTC,2024-07-20 09:25:00 UTC,2024-07-19 23:50:00 UTC,2024-07-20 09:35:00 UTC
4VAHPKTCWZ,2024-07-20 01:45:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA2349,5YKCA,OMSJ,SHJ,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-20 @ 01:45 UTC,2024-07-20 @ 04:35 UTC,02:50:00,0adde35c-cb4f-44e3-975f-6f92cac3cc9a,6d2622c3-f23a-4da4-9457-00b588a9fe36,50,50,10200,19200,4146.57,163,163,false,2024-07-19 23:58:00 UTC,2024-07-20 05:18:00 UTC,,
